Birdname;Species;Sex;Birthday;Uncertainty;Cage;Father;Mother;Date of death;Cause of death;Comment;Reserved
s1p-y20;ZF;F;15.02.2007;2;;yellow20;blue2;01.11.2007;Given away;Given away to Johanna;FALSE
s1s11-g13p;ZF;F;21.04.2007;5;;g13p-purple20;s13p-yellow8;24.07.2007;Given away;Given away to Johanna;FALSE
s20k-sg8;ZF;F;03.03.2006;0;;silvergreen8;purple5;11.05.2007;End of Exp.;"Probably lost ring ""s20"". Now only has a black ring.";FALSE
s20o-ch900;ZF;F;24.03.2006;0;;goldch900;silver1;16.02.2007;Given away;Given away to Marianne;FALSE
s20o-yellow20;ZF;M;01.01.2007;6;;yellow20;blue2;19.05.2008;End of Exp.;;FALSE
s20p-s3k;ZF;M;19.03.2007;2;;s3k-y8;k9k-ch900;14.08.2007;End of Exp.;;FALSE
s20r3;ZF;F;14.02.2008;4;;b8o-p11k;s13p-yellow8;22.05.2008;End of Exp.;Right-Cochlear removed by Claude.;FALSE
s2b-y8;ZF;M;04.09.2006;4;;yellow8;g5k;13.12.2007;NE;;FALSE
s2kk-y20;ZF;M;15.02.2007;2;;yellow20;blue2;11.06.2007;End of Exp.;has one black ring on each foot.;FALSE
s2o-r16;ZF;M;24.06.2006;1;;red16;green12;31.10.2006;End of Exp.;;FALSE
s2s12-sg8;ZF;F;22.04.2007;1;;silvergreen8;silver1;09.06.2008;Given away;Given away to Johanna on 09.06.08;FALSE
s3b-y8;ZF;F;04.09.2006;4;;yellow8;g5k;16.02.2007;Given away;Given Away to Marianne;FALSE
s3k-y8;ZF;M;14.11.2005;0;;;;31.07.2009;NE;bird found dead in KM;FALSE
s3o-r16;ZF;M;24.06.2006;1;;red16;green12;15.09.2006;End of Exp.;;FALSE
s3p-y20;ZF;M;15.02.2007;2;;yellow20;blue2;24.05.2007;End of Exp.;;FALSE
s3s13-gF13p;ZF;F;21.04.2007;5;;g13p-purple20;s13p-yellow8;26.07.2007;End of Exp.;;FALSE
s4b-y8;ZF;M;04.09.2006;4;;yellow8;g5k;11.01.2007;End of Exp.;;FALSE
s4k;ZF;M;;0;;;;08.06.2006;End of Exp.;Place and date of birth: Q(5~8 month old since 19.01.2006);FALSE
s4o-r16;ZF;F;27.06.2006;0;;red16;green12;05.12.2006;NE;;FALSE
s4p-s15;ZF;;05.03.2007;3;;silver15;p6k-y8;23.04.2007;NE;dying;FALSE
s4s14-g13p;ZF;F;21.04.2007;5;;g13p-purple20;s13p-yellow8;24.07.2007;Given away;Given away to Johanna;FALSE
s5o-r16;ZF;F;27.06.2006;0;;red16;green12;06.10.2006;NE;;FALSE
s5p;ZF;;13.03.2007;0;;;;23.04.2007;NE;found in M5 but most likely from M5B.;FALSE
s5s15-y7o;ZF;;25.04.2007;5;;y7o-r16;r11o-o4k;28.09.2007;End of Exp.;;FALSE
s5y11;BF;M;01.01.2008;0;;;;04.12.2009;End of Exp.;;FALSE
s6k-g14x;ZF;M;22.02.2006;0;;g14k;;29.04.2006;Surgery;;FALSE
s6o-r16;ZF;F;27.06.2006;0;;red16;green12;06.10.2006;NE;;FALSE
s6p-s3k;ZF;M;19.03.2007;2;;s3k-y8;k9k-ch900;14.06.2007;End of Exp.;;FALSE
s6s16-g13p;ZF;F;21.04.2007;5;;g13p-purple20;s13p-yellow8;24.07.2007;Given away;Given away to Johanna;FALSE
s7k-b3k;ZF;M;24.02.2006;0;;b3k;blue3;10.01.2007;End of Exp.;;FALSE
s7o-p11k;ZF;M;17.07.2006;3;;p11k-ch900;g16k;24.09.2006;End of Exp.;;FALSE
s7p-r14;ZF;F;12.03.2007;3;;red14;r10o-o4k;24.07.2007;Given away;Given away to Johanna;FALSE
s7s17-g13p;ZF;F;21.04.2007;5;;g13p-purple20;s13p-yellow8;24.07.2007;Given away;Given away to Johanna;FALSE
s8k-p11k;ZF;F;03.03.2006;0;;p11k-ch900;g16k;25.06.2007;End of Exp.;;FALSE
s8o-p11k;ZF;M;17.07.2006;3;;p11k-ch900;g16k;11.05.2007;End of Exp.;had somethimg which lookes like an epileptic seizure, when I ringed him.;FALSE
s8p-r14;ZF;M;12.03.2007;3;;red14;r12o-o4k;23.07.2007;End of Exp.;;FALSE
s8r3;ZF;;19.01.2008;5;;g13p-purple20;r8p-s19o;09.02.2008;End of Exp.;;FALSE
s8s18-y7o;ZF;M;25.04.2007;5;;y7o-r16;r11o-o4k;23.07.2007;;given to johanna;FALSE
s9k-p11k;ZF;M;02.03.2006;0;;p11k-ch900;g16k;06.06.2006;End of Exp.;;FALSE
s9o-p11k;ZF;M;17.07.2006;3;;p11k-ch900;g16k;14.11.2006;End of Exp.;;FALSE
s9p-r14;ZF;M;12.03.2007;3;;red14;r12o-o4k;26.07.2007;End of Exp.;;FALSE
s9r3;ZF;;19.01.2008;5;;g13p-purple20;r8p-s19o;12.02.2008;End of Exp.;;FALSE
s9s19-y7o;ZF;F;25.04.2007;5;;y7o-r16;r11o-o4k;24.07.2007;Given away;Given away to Johanna;FALSE
silver1;ZF;F;;0;;;;11.08.2007;NE;injured bird.;FALSE
silver15;ZF;M;18.04.2005;0;;;;22.09.2008;End of Exp.;;FALSE
Silver17;ZF;M;14.04.2005;4;;;;05.06.2007;End of Exp.;father of o5k-s17 (ibutenic acid lesion) Perfusion;FALSE
silver2;ZF;M;;0;;;;29.05.2007;End of Exp.;;FALSE
silver5y11;BF;;;0;A;;;;;Found in cage A on 25 Aug, 2009 - Janie;FALSE
silver6;ZF;M;09.12.2004;0;;;;11.06.2006;End of Exp.;;FALSE
silverblack;ZF;M;;1;;;;01.10.2008;End of Exp.;good singer;FALSE
silvergreen8;ZF;M;01.01.2005;0;;;;14.01.2009;End of Exp.;Researved by Claude for MMAN lesion experiment!!! (estimated birthday);FALSE
stumpy-r8;BF;;;0;A;;;;;Found in cage A on 25 Aug, 2009 - Janie. This bird has only one leg.;FALSE
tj1;ZF;;01.06.2008;6;;r3s3;k12r2;21.07.2008;End of Exp.;;FALSE
tweak;ZF;;18.06.2008;0;;o10r10;;;;;FALSE
tweak10;ZF;;13.03.2009;0;;o8r10;;;;;FALSE
tweak11;ZF;;01.01.2006;0;;o12r10;;;;;FALSE
tweak13;ZF;;01.01.2006;0;;o5r10;;;;;FALSE
tweak14;ZF;;01.01.2007;0;;o2r10;;;;;FALSE
tweak15;ZF;;01.01.2007;0;;g18r10;;;;;FALSE
tweak16;ZF;;01.01.2007;0;;b11r7;;;;;FALSE
tweak17;ZF;;01.01.2007;0;;o7r10;;;;;FALSE
tweak18;ZF;;01.01.2007;0;;o4r10;;;;;FALSE
tweak19;ZF;;01.01.2007;0;;k17r8;;;;;FALSE
tweak2;ZF;;01.01.2006;0;;o1r10;;;;;FALSE
tweak20;ZF;;01.01.2007;0;;p5r3;;;;;FALSE
tweak21;ZF;;01.01.2007;0;;b14r4;;;;;FALSE
tweak22;ZF;;01.01.2007;0;;g12r2;;;;;FALSE
tweak24;ZF;;01.01.2007;0;;p15r8;;;;;FALSE
tweak25;ZF;;01.01.2007;0;;k2r2;;;;;FALSE
tweak26;ZF;;01.01.2007;0;;b8r7;;;;;FALSE
tweak3;ZF;;01.01.2006;0;;r5y15;;;;;FALSE
tweak30;ZF;;01.01.2008;0;;974;;;;;FALSE
tweak31;ZF;;01.01.2008;0;;b10r7;;;;;FALSE
tweak32;ZF;;01.01.2008;0;;b2r5;;;;;FALSE
tweak33;ZF;;01.01.2008;0;;r10s15;;;;;FALSE
tweak34;ZF;;01.01.2008;0;;b3r5;;;;;FALSE
tweak35;ZF;;01.01.2008;0;;r011;;;;;FALSE
tweak36;ZF;;;0;;purple050;;;;;FALSE
tweak37;ZF;;01.01.2008;0;;o8r8;;;;;FALSE
tweak38;ZF;;01.01.2008;0;;o4r8;;;;;FALSE
tweak39;ZF;;01.01.2008;0;;o13r8;;;;;FALSE
tweak4;ZF;;01.01.2006;0;;o1r8;;;;;FALSE
tweak5;ZF;;01.01.2006;0;;o7r8;;;;;FALSE
tweak6;ZF;;01.01.2006;0;;purple022;;;;;FALSE
Tweak666;ZF;;20.07.2009;0;;o2r8;;;;;FALSE
tweak69;ZF;;20.07.2009;0;;o5r8;;;;;FALSE
tweak7;ZF;;01.01.2006;0;;o10r8;;;;;FALSE
tweak8;ZF;;26.12.2009;0;;b1r10;;;;;FALSE
tweak9;ZF;;01.01.2006;0;;y7o-r16;;;;;FALSE
Tweaky_num_num;ZF;;01.11.2009;0;;b14r10;;;;;FALSE
v-v10;BF;M;01.01.2007;0;A;;;;;;FALSE
W-K-K209-14;BF;F;01.01.2007;0;A;;;;;;FALSE
x;;;;;;;;;;;FALSE
xx;;;;;;;;;;;FALSE
xxx;;;;;;;;;;;FALSE
xxxxx;ZF;;05.11.2008;4;;;o5r5;;;;FALSE
y;ZF;M;23.08.2008;0;;;;13.10.2008;End of Exp.;;FALSE
y10o-r11;ZF;F;26.06.2006;0;;red11;purple8;06.10.2006;NE;;FALSE
y10p-r11;ZF;M;18.09.2006;3;;red11;purple8;06.03.2007;End of Exp.;Hexode Microdrive;FALSE
y11o-r11;ZF;F;26.06.2006;0;;red11;purple8;06.10.2006;NE;;FALSE
y11p-r11;ZF;F;18.09.2006;3;;red11;purple8;16.02.2007;Given away;Given Away to Marianne;FALSE
y12o-r11;ZF;F;27.06.2006;0;;red11;purple8;16.02.2007;Given away;Given Away to Marianne;FALSE
y12p-r11;ZF;M;18.09.2006;3;;red11;purple8;15.04.2007;End of Exp.;;FALSE
y12red;ZF;M;07.08.2008;0;R8;;;;;"Andreas; bought from qualipet on 07.11.08. birthday estimated (minimum age). Red plastic ring from breeder, number illegible.";TRUE
y13k-s17;ZF;M;23.11.2005;0;;silver17;;11.01.2008;;;FALSE
y13o-r11;ZF;F;27.06.2006;0;;red11;purple8;06.10.2006;NE;;FALSE
y13p-r11;ZF;M;18.09.2006;3;;red11;purple8;01.03.2007;End of Exp.;;FALSE
y13r8;ZF;M;15.07.2009;1;;r5y11;p15r5;14.10.2009;End of Exp.;;FALSE
y14k-s17;ZF;M;23.11.2005;0;;silver17;;06.06.2006;Perished;Dead two days after Nif lesion.;FALSE
y14o-p11k;ZF;M;17.07.2006;3;;p11k-ch900;g16k;29.09.2006;End of Exp.;;FALSE
y14p-r11;ZF;M;18.09.2006;3;;red11;purple8;26.02.2007;End of Exp.;;FALSE
y15o-p11k;ZF;F;17.07.2006;3;;p11k-ch900;g16k;06.10.2006;NE;;FALSE
y15p-s2;ZF;M;27.09.2006;0;;Silver2;p6k-y8;17.05.2007;End of Exp.;;FALSE
y16k-b3;ZF;M;13.01.2006;0;;blue3;;01.06.2006;End of Exp.;serves as control for p16k-b3;FALSE
y16o-p11k;ZF;F;17.07.2006;3;;p11k-ch900;g16k;06.10.2006;NE;;FALSE
y16p-s2;ZF;M;27.09.2006;0;;Silver2;p6k-y8;28.07.2009;End of Exp.;Reserved for Janie.;FALSE
y17o-r12k;ZF;F;22.09.2006;0;;r12k-ch900;g4k;16.02.2007;Given away;Given Away to Marianne;FALSE
y17p-s2;ZF;F;27.09.2006;0;;Silver2;p6k-y8;16.02.2007;Given away;Given Away to Marianne;FALSE
y18o-r16;ZF;F;08.09.2006;3;;red16;green12;16.02.2007;Given away;Given Away to Marianne;FALSE
y18p-s2;ZF;M;27.09.2006;0;;Silver2;p6k-y8;16.05.2007;End of Exp.;;FALSE
y19o-r16;ZF;F;08.09.2006;3;;red16;green12;16.02.2007;Given away;Given Away to Marianne;FALSE
y19p-o4k;ZF;F;29.10.2006;1;;o4k-p2;green13;16.02.2007;Given away;Given Away to Marianne;FALSE
y1o-o4k;ZF;M;28.04.2006;0;;o4k-p2;green13;10.07.2006;End of Exp.;;FALSE
y1r1;ZF;F;06.06.2007;2;;s2b-y8;r8p-s19o;01.11.2007;Given away;Given away to Johanna;FALSE
y1y6-s3k;ZF;F;23.04.2007;4;;s3k-y8;k9k-ch900;24.07.2007;Given away;Given away to Johanna;FALSE
y20o-o4k;ZF;M;28.04.2006;0;;o4k-p2;green13;16.03.2007;End of Exp.;Reserved by Claude. Used by Aymeric for Acute Exp.;FALSE
y20p-o4k;ZF;F;29.10.2006;1;;o4k-p2;green13;16.02.2007;Given away;Given Away to Marianne;FALSE
y2o-o4k;ZF;F;29.04.2006;1;;o4k-p2;green13;25.06.2009;NE;Was not in U1 when we transferred females from U1 to UK. Not found, presumed dead. (-janie, 25.june.2009).;FALSE
y2r1;ZF;F;06.06.2007;2;;s2b-y8;r8p-s19o;01.11.2007;Given away;Given away to Johanna;FALSE
y2y7-s3k;ZF;M;23.04.2007;4;;s3k-y8;k9k-ch900;25.06.2009;NE;did not find bird during KM/KO search. Claude. Not found, presumed dead. (-janie, 25.june.2009).;FALSE
y3o-p11k;ZF;F;28.04.2006;4;;p11k-ch900;g16k;06.10.2006;NE;;FALSE
y3r1;ZF;F;06.06.2007;2;;s2b-y8;r8p-s19o;01.11.2007;Given away;Given away to Johanna;FALSE
y3y8-s3k;ZF;F;23.04.2007;4;;s3k-y8;k9k-ch900;24.07.2007;Given away;Given away to Johanna;FALSE
y4o-wang;ZF;M;13.06.2006;0;;red14;red2;17.05.2007;Perished;Bird escaped from cage, raised in MK. Unknown father actually.;FALSE
y4p-o3;ZF;F;10.10.2006;2;;orange3;red5;16.02.2007;Given away;Given Away to Marianne;FALSE
y4r1;ZF;F;06.06.2007;2;;s2b-y8;r8p-s19o;22.08.2007;End of Exp.;;FALSE
y4y9-s3k;ZF;M;23.04.2007;4;;s3k-y8;k9k-ch900;25.06.2009;NE;did not find bird during KM/KO search. Claude. Not found, presumed dead. (-janie, 25.june.2009).;FALSE
y5o-s3k;ZF;M;02.06.2006;0;;s3k-y8;g1k;04.02.2008;NE;Georg - do not use - tutoring bird still monitoring song, Only one syllable. Sick: swollen feet;FALSE
y5r1;ZF;F;29.05.2007;4;;o20o-ch900;r12o-o4k;01.11.2007;Given away;Given away to Johanna;FALSE
y5y10-s3k;ZF;M;23.04.2007;4;;s3k-y8;k9k-ch900;24.09.2008;End of Exp.;lost y5 ring! Reserved by Janie;FALSE
y6o-s3k;ZF;M;02.06.2006;0;;s3k-y8;g1k;18.08.2008;End of Exp.;Georg - do not use - tutoring bird still monitoring song;FALSE
y7o-r16;ZF;M;15.05.2006;2;;red16;green12;19.02.2009;Surgery;;FALSE
y7p-o3;ZF;M;10.10.2006;2;;orange3;red5;27.02.2007;End of Exp.;;FALSE
y8o-r16;ZF;F;15.05.2006;2;;red16;green12;21.08.2008;NE;euthanized;FALSE
y8p-o3;ZF;F;10.10.2006;2;;orange3;red5;16.02.2007;Given away;Given Away to Marianne;FALSE
y9o-o4k;ZF;M;29.04.2006;1;;o4k-p2;green13;02.10.2006;End of Exp.;;FALSE
y9p-y20;ZF;F;09.10.2006;0;;yellow20;blue2;12.12.2006;End of Exp.;;FALSE
yellow1;ZF;M;;N3;;;;06.06.2008;NE;broken foot, had to be killed;FALSE
yellow10;ZF;M;;0;;;;;;missing;FALSE
yellow14;ZF;M;02.08.2005;0;;;;29.05.2007;End of Exp.;;FALSE
yellow20;ZF;M;;0;;;;23.06.2009;End of Exp.;found in KM on 24 March 2009. Reserved for Janie;FALSE
yellow6;ZF;M;;0;;;;25.06.2009;NE;Not found, presumed dead. (-janie, 25.june.2009).;FALSE
yellow8;ZF;M;;0;;;;24.05.2007;End of Exp.;;FALSE
